fhfb_id,district,member_name,city,state,zip,mem_type,char_type,cert,fed_id,ots_id,ncua_id,appr_date
"10799","Dallas","International Bank of Commerce","Brownsville","TX","78522","Commercial Bank","State","25679","0230759","","","19apr1993"
"10800","Dallas","International Bank Of Commerce","Zapata","TX","78076","Commercial Bank","State","24961","0382069","","","19apr1993"
"10803","Topeka","InterBank","Oklahoma City","OK","73112","Commercial Bank","State","27210","1187001","","","20apr1993"
"10808","Dallas","Sicily Island State Bank","Sicily Island","LA","71368","Commercial Bank","State","12722","1002458","","","21apr1993"
"10809","Topeka","The Cattle National Bank of Seward","Seward","NE","68434","Commercial Bank","National","05472","0529659","","","21apr1993"
"10810","Dallas","Lubbock National Bank","Lubbock","TX","79413","Commercial Bank","National","22752","0766258","","","21apr1993"
"10817","Pittsburgh","Police And Fire Federal Credit Union","Philadelphia","PA","19107","Credit Union","Federal","","","","02551","22apr1993"
"10819","Topeka","First National Bank","Goodland","KS","67735","Commercial Bank","National","14420","0805250","","","26apr1993"
"10821","Dallas","Citizens Bank and Trust Company","Vivian","LA","71082","Commercial Bank","State","19744","0767554","","","26apr1993"
"10822","Des Moines","Community State Bank","Tipton","IA","52772","Commercial Bank","State","10114","0772240","","","26apr1993"
"10824","Chicago","First Business Bank","Madison","WI","53719","Commercial Bank","State","15229","0537449","","","26apr1993"
"10825","Des Moines","First and Farmers Bank (The)","Portland","ND","58274","Commercial Bank","State","16082","0696551","","","26apr1993"
"10826","Des Moines","Iowa State Bank","Hull","IA","51239","Commercial Bank","State","13953","0982348","","","26apr1993"
"10830","Dallas","Citizens National Bk. of Bossier City","Bossier City","LA","71111","Commercial Bank","National","26381","0594853","","","30apr1993"
"10834","Cincinnati","PEOPLES BANK and TRUST OF HAZ","Hazard","KY","41701","Commercial Bank","State","08117","0814711","","","30apr1993"
"10838","Cincinnati","Farmer's and Merchants Bank ","Trezevant","TN","38258","Commercial Bank","State","08439","0531250","","","05may1993"
"10839","Seattle","Cowboy State Bank","Ranchester","WY","82839","Commercial Bank","State","08725","0544951","","","05may1993"
"10841","Cincinnati","Merchants National Bank","Hillsboro","OH","45133","Commercial Bank","National","06605","0701222","","","06may1993"
"10842","Chicago","Morton Community Bank","Morton","IL","61550","Commercial Bank","State","18429","0825146","","","06may1993"
"10844","Chicago","State Bank of Arcadia","Arcadia","WI","54612","Commercial Bank","State","14994","0380654","","","06may1993"
"10854","Topeka","Security National Bank of Omaha","Omaha","NE","68124","Commercial Bank","National","19213","0844053","","","07may1993"
"10858","Seattle","Cache Valley Bank","Logan","UT","84321","Commercial Bank","State","22134","0995076","","","11may1993"
"10859","Dallas","Simmons First Bank of Searcy","Searcy","AR","72143","Commercial Bank","State","12696","0966348","","","11may1993"
"10860","Dallas","First National Bank of Huntsville","Huntsville","TX","77340","Commercial Bank","National","03269","0583352","","","11may1993"
"10862","Boston","WASHINGTON SAVINGS","Lowell","MA","01852","Savings Bank","State","90229","0654300","","","12may1993"
"10864","Cincinnati","BANK OF PUTNAM COUNTY","Cookeville","TN","38501","Commercial Bank","State","08432","0099536","","","13may1993"
"10866","Cincinnati","First National Bank of Pulaski","Pulaski","TN","38478","Commercial Bank","National","15572","0972732","","","13may1993"
"10869","Des Moines","University of Iowa Community Credit Union","Iowa City","IA","52244","Credit Union","State","","","","60269","13may1993"
"10870","Des Moines","ProGrowth Bank","Nicollet","MN","56074","Commercial Bank","State","08536","0751254","","","14may1993"
"10872","Cincinnati","WILSON and MUIR BANK and TRUST","Bardstown","KY","40004","Commercial Bank","State","17040","0899343","","","14may1993"
"10875","Chicago","The Bank of New Glarus","New Glarus","WI","53574","Commercial Bank","State","10378","0797140","","","18may1993"
"10879","Des Moines","Iowa State Savings Bank","Knoxville","IA","50138","Commercial Bank","State","11349","0849647","","","18may1993"
"10880","Topeka","Kaw Valley State Bank and Trust Co. - Wamego, KS","Wamego","KS","66547","Commercial Bank","State","17832","0368951","","","18may1993"
"10883","Topeka","The Rose Hill State Bank - Rose Hill, KS","Rose Hill","KS","67133","Commercial Bank","State","13881","0190451","","","18may1993"
"10884","Des Moines","State Bank of New Prague","New Prague","MN","56071","Commercial Bank","State","12921","0873950","","","18may1993"
"10885","Boston","KATAHDIN TRUST","Patten","ME","04765","Commercial Bank","State","12874","0327305","","","19may1993"
"10886","Dallas","Liberty Bank and Trust Co.","New Orleans","LA","70160","Commercial Bank","State","20856","0283438","","","19may1993"
"10888","Topeka","Triad Bank, NA","Tulsa","OK","74133","Commercial Bank","National","24677","0283652","","","19may1993"
"10889","Dallas","Citizens Bank","Philadelphia","MS","39350","Commercial Bank","State","12204","0029636","","","20may1993"
"10892","Chicago","Amalgamated Bank of Chicago","Chicago","IL","60603","Commercial Bank","State","00903","0397531","","","24may1993"
"10893","Chicago","American Bank","Fond Du Lac","WI","54935","Commercial Bank","State","19838","0658540","","","24may1993"
"10896","Dallas","Community Bank of Mississippi","Forest","MS","39074","Commercial Bank","State","08879","0460033","","","24may1993"
"10899","New York","The Bank of Castile","Castile","NY","14427","Commercial Bank","State","13292","0165806","","","24may1993"
"10900","Cincinnati","THE FARMERS BANK","Portland","TN","37148","Commercial Bank","State","01696","0901938","","","24may1993"
"10901","Dallas","Progressive Bank","Monroe","LA","71201","Commercial Bank","State","22139","1007154","","","24may1993"
"10904","Chicago","Great Lakes Bank, National Association","Blue Island","IL","60406","Commercial Bank","National","03610","0395836","","","26may1993"
"10905","Chicago","First National Bank in Carlyle","Carlyle","IL","62231","Commercial Bank","National","14761","0614948","","","26may1993"
"10908","Pittsburgh","Apollo Trust Company","Apollo","PA","15613","Commercial Bank","State","06051","0368522","","","28may1993"
"10909","New York","Sussex Bank","Franklin","NJ","07416","Commercial Bank","State","22221","0403106","","","28may1993"
"10910","Des Moines","Northern State Bank","Thief River Falls","MN","56701","Commercial Bank","State","15286","0188056","","","28may1993"
"10913","Chicago","Mercantile Bank","Quincy","IL","62301","Commercial Bank","State","11301","0481542","","","02jun1993"
"10916","Chicago","Bank First National ","Manitowoc","WI","54220","Commercial Bank","National","05304","0594947","","","02jun1993"
"10917","Dallas","Herring Bank","Amarillo","TX","79109","Commercial Bank","State","05568","0610164","","","02jun1993"
"10918","Chicago","Peoples Bank of Wisconsin","Hayward","WI","54843","Commercial Bank","State","05347","0456157","","","02jun1993"
"10925","Topeka","Community National Bank of Okarche","Okarche","OK","73762","Commercial Bank","National","25161","0371559","","","04jun1993"
"10927","Topeka","Farmers State Bank (The)","Holton","KS","66436","Commercial Bank","State","15258","0863652","","","04jun1993"
"10928","Seattle","Stockman Bank of Montana","Miles City","MT","59301","Commercial Bank","State","16191","0651859","","","04jun1993"
"10934","Topeka","Farmers State Bank - Wallace, NE","Wallace","NE","69169","Commercial Bank","State","13257","0727156","","","09jun1993"
"10937","Cincinnati","The First National Bank of Pandora","Pandora","OH","45877","Commercial Bank","National","06671","0571920","","","09jun1993"
"10938","Indianapolis","TERRE HAUTE SAVINGS BANK","Terre Haute","IN","47808","Savings Bank","State","17736","0697147","","","09jun1993"
"10943","Seattle","Kitsap Bank","Port Orchard","WA","98366","Commercial Bank","State","06161","0584377","","","10jun1993"
"10948","Topeka","Oklahoma Central Credit Union","Tulsa","OK","74147","Credit Union","State","","","","62322","15jun1993"
"10949","Des Moines","De Witt Bank and Trust Co.","Dewitt","IA","52742","Commercial Bank","State","14705","0668147","","","15jun1993"
"10950","Des Moines","First Security Bank","Byron","MN","55920","Commercial Bank","State","09728","0109154","","","15jun1993"
"10957","Boston","Avidia Bank","Hudson","MA","01749","Savings Bank","State","90215","0619701","","","16jun1993"
"10960","Boston","BATH SAVINGS","Bath","ME","04530","Savings Bank","State","17749","0433505","","","17jun1993"
"10961","Des Moines","Citizens Bank - Amsterdam","Amsterdam","MO","64723","Commercial Bank","State","22601","0097457","","","17jun1993"
"10962","Dallas","Evangeline Bank and Trust","Ville Platte","LA","70586","Commercial Bank","State","12611","0372538","","","17jun1993"
"10965","Boston","NORTH EASTON SAVINGS","North Easton","MA","02356","Savings Bank","State","90259","0527600","","","17jun1993"
"10966","Boston","Rainbow Federal Credit Union","Lewiston","ME","04243","Credit Union","Federal","","","","11144","17jun1993"
"10968","Seattle","Bitterroot Valley Bank","Lolo","MT","59847","Commercial Bank","State","23806","0615954","","","21jun1993"
"10972","Cincinnati","First Tennessee Bank, NA","Memphis","TN","38101","Commercial Bank","National","04977","0485559","","","21jun1993"
"10973","Indianapolis","MASON STATE BANK","Mason","MI","48854","Commercial Bank","State","01001","0049344","","","21jun1993"
"10976","Atlanta","United Community Bank","Blairsville","GA","30512","Commercial Bank","State","16889","1017939","","","21jun1993"
"10977","Des Moines","Washington State Bank","Washington","IA","52353","Commercial Bank","State","00214","0433943","","","21jun1993"
"10978","Dallas","Amarillo National Bank","Amarillo","TX","79101","Commercial Bank","National","14531","0353555","","","23jun1993"
"10979","Cincinnati","BANK OF COLUMBIA","Columbia","KY","42728","Commercial Bank","State","08775","0839246","","","23jun1993"
"10985","Dallas","Texas State Bank","San Angelo","TX","76901","Commercial Bank","State","18698","0748964","","","23jun1993"
"10990","Boston","GRANITE SAVINGS BANK","Rockport","MA","01966","Savings Bank","State","90273","0198103","","","24jun1993"
"10992","Boston","SACO and BIDDEFORD SAV","Saco","ME","04072","Savings Bank","State","17743","0339607","","","25jun1993"
"10993","Dallas","The American National Bank of Texas","Terrell","TX","75160","Commercial Bank","National","23474","0599764","","","29jun1993"
"10994","Cincinnati","BANK OF CADIZ and TRUST CO","Cadiz","KY","42211","Commercial Bank","State","20239","0904845","","","29jun1993"
"10996","Atlanta","Bank of Travelers Rest","Travelers Rest","SC","29690","Commercial Bank","State","16389","0589523","","","29jun1993"
"10998","Des Moines","Farmers Bank of Lincoln (The)","Lincoln","MO","65338","Commercial Bank","State","08267","0742355","","","29jun1993"
"10999","Des Moines","Alerus Financial, National Association","Grand Forks","ND","58201","Commercial Bank","National","03931","0933256","","","29jun1993"
"11001","Des Moines","FIDELITY BANK","West Des Moines","IA","50265","Commercial Bank","State","14251","0193247","","","29jun1993"
"11002","Indianapolis","FIRST STATE BANK OF MIDDLEBURY","Middlebury","IN","46540","Commercial Bank","State","08745","0967046","","","29jun1993"
"11008","Des Moines","Regional Missouri Bank","Marceline","MO","64658","Commercial Bank","State","18385","0579140","","","29jun1993"
"11010","Chicago","Bank of Poynette","Poynette","WI","53955","Commercial Bank","State","11603","0054049","","","30jun1993"
"11011","Dallas","Falcon National Bank","Laredo","TX","78045","Commercial Bank","State","26856","0564557","","","30jun1993"
"11013","Boston","Ste. Croix Parish Federal Credit Unio","Lewiston","ME","04241","Credit Union","Federal","","","","06936","30jun1993"
"11014","Topeka","Gunnison Bank and Trust Co. - Gunnison, CO","Gunnison","CO","81230","Commercial Bank","State","11259","0502559","","","30jun1993"
"11017","Chicago","Blackhawk Bank and Trust","Milan","IL","61264","Commercial Bank","State","18402","0890742","","","01jul1993"
"11019","Indianapolis","Eli Lilly Federal Credit Union","Indianapolis","IN","46285","Credit Union","Federal","","","","22468","01jul1993"
"11022","Chicago","Peoples Bank of Kankakee County","Bourbonnais","IL","60914","Commercial Bank","State","18566","0821036","","","01jul1993"
"11023","Chicago","United Community Bank","Chatham","IL","62629","Commercial Bank","State","19459","0439338","","","01jul1993"
"11025","Dallas","Priority Bank","Ozark","AR","72949","Savings Bank","Federal","33818","","11025","",""
"11028","Indianapolis","FIRST BANK, UPPER MICHIGAN","Gladstone","MI","49837","Commercial Bank","State","14276","0239556","","","07jul1993"
"11029","Cincinnati","FIRST COMMUNITY BK","Columbus","OH","43213","Commercial Bank","State","17520","0453026","","","07jul1993"
"11032","Chicago","Oxford Bank and Trust","Oak Brook","IL","60523","Commercial Bank","State","09260","0647432","","","07jul1993"
"11033","Dallas","Southside Bank","Tyler","TX","75710","Commercial Bank","State","18297","0361167","","","07jul1993"
"11037","Pittsburgh","Wayne Bank","Honesdale","PA","18431","Commercial Bank","State","00698","0059316","","","07jul1993"
"11038","Cincinnati","CENTRAL BANK and TRUST CO","Lexington","KY","40507","Commercial Bank","State","15815","1007015","","","08jul1993"
"11040","Seattle","Goldenwest Credit Union","Ogden","UT","84401","Credit Union","Federal","","","","24693","08jul1993"
"11041","Dallas","Inter National Bank","McAllen","TX","78503","Commercial Bank","National","25879","0894553","","","08jul1993"
